TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;EXPECTED_VerificationStatus;UWAGI;RYZYKO_BLEDU
TC-163;Błędne dopasowanie - wieloznaczność miasta;Highest;Brzeziny - Jana Pawła II w 2 województwach (ŁÓDZKIE i ŚLĄSKIE);Jana Pawła II;;Brzeziny;;Jana Pawła II;;Brzeziny;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;InVerification;Dane z powtorzenia - Brzeziny: pl. vs ul. Jana Pawła II w 2 województwach;RYZYKO: Może przypisać do złego województwa (ŁÓDZKIE vs ŚLĄSKIE) i/lub wybrać złą cechę
TC-164;Błędne dopasowanie - wieloznaczność miasta;High;Józefów - Piłsudskiego w 2 województwach (MAZOWIECKIE i LUBELSKIE);Piłsudskiego;;Józefów;;Piłsudskiego;Marszałka;Józefów;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;InVerification;Dane z powtorzenia - Józefów: 3 warianty Piłsudskiego w 2 województwach;RYZYKO: Może przypisać do złego województwa (MAZOWIECKIE vs LUBELSKIE) i/lub wybrać złą cechę
TC-165;Błędne dopasowanie - NAZWA_2 różnice;Highest;Gorzów Wielkopolski - Sybiraków vs Sybiraków (różnica w pisowni);Sybiraków;;Gorzów Wielkopolski;;Sybiraków;;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Gorzów: rondo Sybiraków vs ul. Sybiraków (różnica w pisowni);RYZYKO: Może dopasować do złego wariantu z powodu różnicy w pisowni
TC-166;Błędne dopasowanie - NAZWA_2 różnice;High;Gorzów Wielkopolski - Piłsudskiego z różnymi NAZWA_2;Piłsudskiego;;Gorzów Wielkopolski;;Piłsudskiego;marsz. Józefa;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Gorzów: ul. vs rondo Piłsudskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-167;Błędne dopasowanie - NAZWA_2 różnice;High;Gorzów Wielkopolski - Wyszyńskiego z różnymi NAZWA_2;Wyszyńskiego;;Gorzów Wielkopolski;;Wyszyńskiego;kard. Stefana;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Gorzów: ul. vs rondo Wyszyńskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-168;Błędne dopasowanie - NAZWA_2 różnice;High;Gorzów Wielkopolski - Kasprzaka z różnymi NAZWA_2;Kasprzaka;;Gorzów Wielkopolski;;Kasprzaka;Marcina;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Gorzów: ul. vs rondo Kasprzaka z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-169;Błędne dopasowanie - NAZWA_2 różnice;High;Gorzów Wielkopolski - Jerzego z różnymi NAZWA_2;Jerzego;;Gorzów Wielkopolski;;Jerzego;Świętego;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Gorzów: ul. vs rondo Jerzego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-170;Błędne dopasowanie - NAZWA_2 różnice;High;Zielona Góra - Sowińskiego z różnymi NAZWA_2;Sowińskiego;;Zielona Góra;;Sowińskiego;Generała Józefa;Zielona Góra;;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Zielona Góra: park vs ul. Sowińskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-171;Błędne dopasowanie - NAZWA_2 różnice;High;Włocławek - Sienkiewicza z różnymi NAZWA_2;Sienkiewicza;;Włocławek;;Sienkiewicza;Henryka;Włocławek;;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Włocławek: park vs ul. Sienkiewicza z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-172;Błędne dopasowanie - NAZWA_2 różnice;High;Nowy Targ - Krasińskiego z różnymi NAZWA_2;Krasińskiego;;Nowy Targ;;Krasińskiego;Zygmunta;Nowy Targ;;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Nowy Targ: pl. vs ul. Krasińskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-173;Błędne dopasowanie - NAZWA_2 różnice;High;Pruszków - Kościuszki z różnymi NAZWA_2;Kościuszki;;Pruszków;;Kościuszki;Tadeusza;Pruszków;;MAZOWIECKIE;pruszkowski;Pruszków;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Pruszków: park vs ul. Kościuszki z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-174;Błędne dopasowanie - NAZWA_2 różnice;High;Łowicz - Broniewskiego z różnymi NAZWA_2;Broniewskiego;;Łowicz;;Broniewskiego;Władysława;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łowicz: os. vs ul. Broniewskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-175;Błędne dopasowanie - NAZWA_2 różnice;High;Łowicz - Konopnickiej z różnymi NAZWA_2;Konopnickiej;;Łowicz;;Konopnickiej;Marii;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łowicz: os. vs ul. Konopnickiej z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-176;Błędne dopasowanie - NAZWA_2 różnice;High;Krościenko nad Dunajcem - Grotowskiego z różnymi NAZWA_2;Grotowskiego;;Krościenko nad Dunajcem;;Grotowskiego;Władysława;Krościenko nad Dunajcem;;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Krościenko: ul. vs park Grotowskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-177;Błędne dopasowanie - NAZWA_2 różnice;High;Koluszki - Piłsudskiego z różnymi NAZWA_2;Piłsudskiego;;Koluszki;;Piłsudskiego;Marszałka Józefa;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: ul. vs pl. Piłsudskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-178;Błędne dopasowanie - NAZWA_2 różnice;High;Kobylany - Kaczorowskiego z różnymi NAZWA_2;Kaczorowskiego;;Kobylany;;Kaczorowskiego;Ryszarda;Kobylany;;LUBELSKIE;bialski;Terespol;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Kobylany: ul. vs pl. Kaczorowskiego z różnymi NAZWA_2;RYZYKO: Może dopasować do złego wariantu NAZWA_2
TC-179;Błędne dopasowanie - NAZWA_2 różnice;High;Łowicz - Lament z długim NAZWA_2;Lament;;Łowicz;;Lament;Błogosławionej Bolesławy;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łowicz: skwer vs ul. Lament z długim NAZWA_2;RYZYKO: Może dopasować do złego wariantu z powodu długiego NAZWA_2
TC-180;Błędne dopasowanie - NAZWA_2 różnice;High;Koluszki - Listopada z numerem w NAZWA_2;Listopada;;Koluszki;;Listopada;11;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Listopada z numerem 11 w NAZWA_2;RYZYKO: Może dopasować do złego wariantu z powodu numeru w NAZWA_2
TC-181;Błędne dopasowanie - wieloznaczność 3+ warianty;Highest;Józefów - Piłsudskiego w 3 wariantach (ul. Marszałka, rynek im. Józefa, ul. Józefa);Piłsudskiego;;Józefów;;Piłsudskiego;Marszałka;Józefów;;null;null;null;<0.4;<0.4;<0.4;<0.4;;false;InVerification;Dane z powtorzenia - Józefów: 3 warianty Piłsudskiego w 2 województwach;RYZYKO: Może przypisać do złego województwa i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-182;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Nowy Targ - Jana Pawła II w 2 wariantach (ul. i rondo);Jana Pawła II;;Nowy Targ;;Jana Pawła II;;Nowy Targ;;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Nowy Targ: ul. vs rondo Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-183;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Gorzów Wielkopolski - wiele kombinacji ul. vs rondo;Kosynierów Gdyńskich;;Gorzów Wielkopolski;;Kosynierów Gdyńskich;;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Gorzów: ul. vs rondo Kosynierów Gdyńskich;RYZYKO: Może automatycznie wybrać złą cechę
TC-184;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Tomaszów Mazowiecki - wiele kombinacji ul. vs os.;Kanonierów;;Tomaszów Mazowiecki;;Kanonierów;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Kanonierów;RYZYKO: Może automatycznie wybrać złą cechę
TC-185;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Tomaszów Mazowiecki - Tuwima ul. vs rondo;Tuwima;;Tomaszów Mazowiecki;;Tuwima;Juliana;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: ul. vs rondo Tuwima;RYZYKO: Może automatycznie wybrać złą cechę
TC-186;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Wieruszów - Waryńskiego os. vs ul.;Waryńskiego;;Wieruszów;;Waryńskiego;Ludwika;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wieruszów: os. vs ul. Waryńskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-187;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Wieruszów - Fabryczna os. vs ul.;Fabryczna;;Wieruszów;;Fabryczna;;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wieruszów: os. vs ul. Fabryczna;RYZYKO: Może automatycznie wybrać złą cechę
TC-188;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Inowrocław - Kasprowicza pl. vs ul.;Kasprowicza;;Inowrocław;;Kasprowicza;Jana;Inowrocław;;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Inowrocław: pl. vs ul. Kasprowicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-189;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Chełmno - Nad Browiną os. vs ul.;Nad Browiną;;Chełmno;;Nad Browiną;;Chełmno;;KUJAWSKO-POMORSKIE;chełmiński;Chełmno;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Chełmno: os. vs ul. Nad Browiną;RYZYKO: Może automatycznie wybrać złą cechę
TC-190;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Krościenko nad Dunajcem - Grotowskiego ul. vs park;Grotowskiego;;Krościenko nad Dunajcem;;Grotowskiego;inż. Władysława;Krościenko nad Dunajcem;;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Krościenko: ul. vs park Grotowskiego z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-191;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Tomaszów Mazowiecki - Rodego park vs ul. z różnymi NAZWA_2;Rodego;;Tomaszów Mazowiecki;;Rodego;im.;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: park vs ul. Rodego z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-192;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Tomaszów Mazowiecki - Hubala os. vs ul. z różnymi NAZWA_2;Hubala;;Tomaszów Mazowiecki;;Hubala;mjr;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Hubala z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-193;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Tomaszów Mazowiecki - Zapiecek os. vs ul.;Zapiecek;;Tomaszów Mazowiecki;;Zapiecek;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Zapiecek;RYZYKO: Może automatycznie wybrać złą cechę
TC-194;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Tomaszów Mazowiecki - Strzelecka os. vs ul.;Strzelecka;;Tomaszów Mazowiecki;;Strzelecka;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Strzelecka;RYZYKO: Może automatycznie wybrać złą cechę
TC-195;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Tomaszów Mazowiecki - Górna os. vs ul.;Górna;;Tomaszów Mazowiecki;;Górna;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Górna;RYZYKO: Może automatycznie wybrać złą cechę
TC-196;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Koluszki - Czarneckiego os. vs ul.;Czarneckiego;;Koluszki;;Czarneckiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Czarneckiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-197;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Koluszki - Głowackiego os. vs ul.;Głowackiego;;Koluszki;;Głowackiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Głowackiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-198;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Koluszki - Listopada os. vs ul. z numerem;Listopada;;Koluszki;;Listopada;11;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Listopada z numerem 11;RYZYKO: Może automatycznie wybrać złą cechę
TC-199;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Koluszki - Piłsudskiego ul. vs pl. z różnymi NAZWA_2;Piłsudskiego;;Koluszki;;Piłsudskiego;Marszałka Józefa;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: ul. vs pl. Piłsudskiego z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-200;Błędne dopasowanie - wieloznaczność 3+ warianty;High;Łowicz - Tkaczew os. vs ul.;Tkaczew;;Łowicz;;Tkaczew;;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łowicz: os. vs ul. Tkaczew;RYZYKO: Może automatycznie wybrać złą cechę

